essay_id,prompt_name,predicted,holistic_score,prompt_id,src
b98a8e7,Exploring Venus,True,2,4,kaggle-only
9068698,Exploring Venus,True,1,4,kaggle-only
3118039,Exploring Venus,True,4,4,kaggle-only
f5f94ad,Exploring Venus,True,3,4,kaggle-only
00a541a,Exploring Venus,True,2,4,kaggle-only
6d25307,Exploring Venus,True,4,4,kaggle-only
c115173,Exploring Venus,True,3,4,kaggle-only
1f7a4d9,Exploring Venus,True,4,4,kaggle-only
8204f35,Exploring Venus,True,3,4,kaggle-only
6162b21,Exploring Venus,True,3,4,kaggle-only
1721dd2,Exploring Venus,True,4,4,kaggle-only
9901256,Exploring Venus,True,3,4,kaggle-only
2aa5a24,Exploring Venus,True,5,4,kaggle-only
84cb271,Exploring Venus,True,3,4,kaggle-only
827ac93,Exploring Venus,True,2,4,kaggle-only
0c047cd,Exploring Venus,True,2,4,kaggle-only
ab500d0,Exploring Venus,True,3,4,kaggle-only
334eb50,Exploring Venus,True,3,4,kaggle-only
e26c4cb,Exploring Venus,True,5,4,kaggle-only
cb2dd7f,Exploring Venus,True,3,4,kaggle-only
9ebbf14,Exploring Venus,True,3,4,kaggle-only
b3d4cd0,Exploring Venus,True,4,4,kaggle-only
bcb1ec7,Exploring Venus,True,2,4,kaggle-only
ba1da6e,Exploring Venus,True,1,4,kaggle-only
0e9a9d3,Exploring Venus,True,1,4,kaggle-only
0d2070c,Exploring Venus,True,6,4,kaggle-only
3306441,Exploring Venus,True,2,4,kaggle-only
7f35d9e,Exploring Venus,True,2,4,kaggle-only
e666cd6,Exploring Venus,True,4,4,kaggle-only
d072354,Exploring Venus,True,3,4,kaggle-only
860245a,Exploring Venus,True,1,4,kaggle-only
0679f5a,Exploring Venus,True,4,4,kaggle-only
323cdd6,Exploring Venus,True,2,4,kaggle-only
1781f4e,Exploring Venus,True,4,4,kaggle-only
474ec4c,Exploring Venus,True,1,4,kaggle-only
e881a82,Exploring Venus,True,2,4,kaggle-only
be0d8c0,Exploring Venus,True,4,4,kaggle-only
fa80335,Exploring Venus,True,4,4,kaggle-only
2eef8db,Exploring Venus,True,3,4,kaggle-only
1782cc8,Exploring Venus,True,1,4,kaggle-only
baede82,Exploring Venus,True,2,4,kaggle-only
6cd8a38,Exploring Venus,True,1,4,kaggle-only
b218810,Exploring Venus,True,3,4,kaggle-only
0add2dc,Exploring Venus,True,3,4,kaggle-only
e02b84d,Exploring Venus,True,3,4,kaggle-only
001bdc0,Exploring Venus,True,4,4,kaggle-only
1be7b59,Exploring Venus,True,2,4,kaggle-only
6603499,Exploring Venus,True,3,4,kaggle-only
5d0887b,Exploring Venus,True,3,4,kaggle-only
0fb0f34,Exploring Venus,True,2,4,kaggle-only
eb64cf8,Exploring Venus,True,4,4,kaggle-only
252141e,Exploring Venus,True,2,4,kaggle-only
7be6cbc,Exploring Venus,True,2,4,kaggle-only
c5bd38a,Exploring Venus,True,3,4,kaggle-only
dc53609,Exploring Venus,True,4,4,kaggle-only
421781f,Exploring Venus,True,2,4,kaggle-only
32f658f,Exploring Venus,True,4,4,kaggle-only
99d6eba,Exploring Venus,True,3,4,kaggle-only
9380797,Exploring Venus,True,1,4,kaggle-only
45b6989,Exploring Venus,True,3,4,kaggle-only
c753797,Exploring Venus,True,2,4,kaggle-only
4359c17,Exploring Venus,True,4,4,kaggle-only
3dfc80d,Exploring Venus,True,3,4,kaggle-only
10444ef,Exploring Venus,True,3,4,kaggle-only
a1dc706,Exploring Venus,True,1,4,kaggle-only
f73175b,Exploring Venus,True,3,4,kaggle-only
cae51a8,Exploring Venus,True,4,4,kaggle-only
7a34bee,Exploring Venus,True,3,4,kaggle-only
00e5687,Exploring Venus,True,3,4,kaggle-only
5be496b,Exploring Venus,True,3,4,kaggle-only
1bd1109,Exploring Venus,True,2,4,kaggle-only
d34958c,Exploring Venus,True,2,4,kaggle-only
e86b941,Exploring Venus,True,1,4,kaggle-only
a08b804,Exploring Venus,True,3,4,kaggle-only
20e88fd,Exploring Venus,True,3,4,kaggle-only
ac0ce23,Exploring Venus,True,2,4,kaggle-only
cd4462c,Exploring Venus,True,2,4,kaggle-only
d09afb5,Exploring Venus,True,4,4,kaggle-only
8b69b1d,Exploring Venus,True,3,4,kaggle-only
76268de,Exploring Venus,True,3,4,kaggle-only
ffd378d,Exploring Venus,True,2,4,kaggle-only
1f0e22b,Exploring Venus,True,2,4,kaggle-only
4369929,Exploring Venus,True,3,4,kaggle-only
b97afcc,Exploring Venus,True,3,4,kaggle-only
201523b,Exploring Venus,True,4,4,kaggle-only
0cae471,Exploring Venus,True,5,4,kaggle-only
0f93a88,Exploring Venus,True,4,4,kaggle-only
632e02a,Exploring Venus,True,1,4,kaggle-only
f47f7fb,Exploring Venus,True,2,4,kaggle-only
a8d233c,Exploring Venus,True,1,4,kaggle-only
a1d6398,Exploring Venus,True,4,4,kaggle-only
76ed4ba,Exploring Venus,True,3,4,kaggle-only
b4d82ca,Exploring Venus,True,1,4,kaggle-only
0b095ea,Exploring Venus,True,3,4,kaggle-only
897cac7,Exploring Venus,True,2,4,kaggle-only
6b02148,Exploring Venus,True,3,4,kaggle-only
016ed64,Exploring Venus,True,4,4,kaggle-only
f374aad,Exploring Venus,True,4,4,kaggle-only
c18808b,Exploring Venus,True,3,4,kaggle-only
2154584,Exploring Venus,True,3,4,kaggle-only
528d63f,Exploring Venus,True,4,4,kaggle-only
de2e3cc,Exploring Venus,True,3,4,kaggle-only
b78887e,Exploring Venus,True,2,4,kaggle-only
e00a88d,Exploring Venus,True,3,4,kaggle-only
2404f31,Exploring Venus,True,2,4,kaggle-only
fb71126,Exploring Venus,True,2,4,kaggle-only
225fcb4,Exploring Venus,True,3,4,kaggle-only
8ef8fe2,Exploring Venus,True,4,4,kaggle-only
7d62d5d,Exploring Venus,True,4,4,kaggle-only
551b327,Exploring Venus,True,2,4,kaggle-only
c966d0a,Exploring Venus,True,3,4,kaggle-only
edbe3d7,Exploring Venus,True,4,4,kaggle-only
01e78c7,Exploring Venus,True,2,4,kaggle-only
b7a82e3,Exploring Venus,True,2,4,kaggle-only
3cabc05,Exploring Venus,True,4,4,kaggle-only
a7e49c9,Exploring Venus,True,3,4,kaggle-only
0200fbc,Exploring Venus,True,3,4,kaggle-only
ba19fe4,Exploring Venus,True,2,4,kaggle-only
97f2221,Exploring Venus,True,3,4,kaggle-only
2dd0e30,Exploring Venus,True,4,4,kaggle-only
6fdced4,Exploring Venus,True,4,4,kaggle-only
e74919c,Exploring Venus,True,4,4,kaggle-only
e90721b,Exploring Venus,True,2,4,kaggle-only
bb9b7d1,Exploring Venus,True,3,4,kaggle-only
82eba96,Exploring Venus,True,3,4,kaggle-only
512072d,Exploring Venus,True,4,4,kaggle-only
1787e2c,Exploring Venus,True,3,4,kaggle-only
7bbd917,Exploring Venus,True,1,4,kaggle-only
5c752fb,Exploring Venus,True,1,4,kaggle-only
b47249c,Exploring Venus,True,3,4,kaggle-only
9b2d95f,Exploring Venus,True,3,4,kaggle-only
8484a26,Exploring Venus,True,3,4,kaggle-only
0f560cf,Exploring Venus,True,3,4,kaggle-only
a2b476e,Exploring Venus,True,3,4,kaggle-only
273fb7d,Exploring Venus,True,1,4,kaggle-only
59a4420,Exploring Venus,True,2,4,kaggle-only
3ef2980,Exploring Venus,True,4,4,kaggle-only
d8be4d2,Exploring Venus,True,2,4,kaggle-only
ebe4bd5,Exploring Venus,True,1,4,kaggle-only
dacfa3e,Exploring Venus,True,2,4,kaggle-only
82f3bb7,Exploring Venus,True,3,4,kaggle-only
aaced97,Exploring Venus,True,3,4,kaggle-only
03448b6,Exploring Venus,True,3,4,kaggle-only
c0b9852,Exploring Venus,True,3,4,kaggle-only
3993eb1,Exploring Venus,True,3,4,kaggle-only
5997fe1,Exploring Venus,True,1,4,kaggle-only
e686134,Exploring Venus,True,4,4,kaggle-only
cb2fcde,Exploring Venus,True,3,4,kaggle-only
ffbd0b4,Exploring Venus,True,2,4,kaggle-only
11d450b,Exploring Venus,True,2,4,kaggle-only
12ec7bb,Exploring Venus,True,3,4,kaggle-only
a6de1db,Exploring Venus,True,1,4,kaggle-only
efa619f,Exploring Venus,True,3,4,kaggle-only
bdc77e4,Exploring Venus,True,3,4,kaggle-only
00da297,Exploring Venus,True,3,4,kaggle-only
088bb4a,Exploring Venus,True,3,4,kaggle-only
2148c4b,Exploring Venus,True,4,4,kaggle-only
5047f10,Exploring Venus,True,2,4,kaggle-only
ffb4baa,Exploring Venus,True,1,4,kaggle-only
373a9dc,Exploring Venus,True,4,4,kaggle-only
4761e38,Exploring Venus,True,4,4,kaggle-only
e723c40,Exploring Venus,True,4,4,kaggle-only
680d445,Exploring Venus,True,4,4,kaggle-only
e6d2d03,Exploring Venus,True,2,4,kaggle-only
2ee1a20,Exploring Venus,True,4,4,kaggle-only
6124738,Exploring Venus,True,3,4,kaggle-only
fdfda85,Exploring Venus,True,4,4,kaggle-only
efb6c37,Exploring Venus,True,4,4,kaggle-only
1eacbaf,Exploring Venus,True,1,4,kaggle-only
ace2bd7,Exploring Venus,True,2,4,kaggle-only
2079bbf,Exploring Venus,True,2,4,kaggle-only
87c531e,Exploring Venus,True,4,4,kaggle-only
e1f6a8f,Exploring Venus,True,1,4,kaggle-only
d73f3f4,Exploring Venus,True,3,4,kaggle-only
63213be,Exploring Venus,True,1,4,kaggle-only
b78fd4d,Exploring Venus,True,3,4,kaggle-only
e33c88f,Exploring Venus,True,3,4,kaggle-only
75ad824,Exploring Venus,True,3,4,kaggle-only
ba4f724,Exploring Venus,True,1,4,kaggle-only
30618ce,Exploring Venus,True,4,4,kaggle-only
d914e6f,Exploring Venus,True,4,4,kaggle-only
cad1f5b,Exploring Venus,True,2,4,kaggle-only
3178186,Exploring Venus,True,2,4,kaggle-only
d55811c,Exploring Venus,True,4,4,kaggle-only
89b52db,Exploring Venus,True,3,4,kaggle-only
d94f7e5,Exploring Venus,True,4,4,kaggle-only
837b949,Exploring Venus,True,3,4,kaggle-only
589fd79,Exploring Venus,True,1,4,kaggle-only
d50b813,Exploring Venus,True,3,4,kaggle-only
fe37a5a,Exploring Venus,True,3,4,kaggle-only
b425a2a,Exploring Venus,True,1,4,kaggle-only
e7606cc,Exploring Venus,True,3,4,kaggle-only
cc2b68c,Exploring Venus,True,2,4,kaggle-only
55459d7,Exploring Venus,True,2,4,kaggle-only
bf6f0e4,Exploring Venus,True,2,4,kaggle-only
97da44f,Exploring Venus,True,3,4,kaggle-only
4d4448d,Exploring Venus,True,3,4,kaggle-only
ececd6f,Exploring Venus,True,4,4,kaggle-only
3f948e1,Exploring Venus,True,2,4,kaggle-only
2bcd7b2,Exploring Venus,True,3,4,kaggle-only
4d90197,Exploring Venus,True,2,4,kaggle-only
4d6a8a9,Exploring Venus,True,4,4,kaggle-only
c0c9b8d,Exploring Venus,True,3,4,kaggle-only
e5491a4,Exploring Venus,True,4,4,kaggle-only
d3bee4b,Exploring Venus,True,4,4,kaggle-only
d0f2283,Exploring Venus,True,3,4,kaggle-only
e9d4e22,Exploring Venus,True,5,4,kaggle-only
9e3d44e,Exploring Venus,True,4,4,kaggle-only
00fca9b,Exploring Venus,True,3,4,kaggle-only
9ffa2f1,Exploring Venus,True,4,4,kaggle-only
654bc3a,Exploring Venus,True,1,4,kaggle-only
4a16419,Exploring Venus,True,4,4,kaggle-only
1a8f50e,Exploring Venus,True,2,4,kaggle-only
822fb2e,Exploring Venus,True,3,4,kaggle-only
fe98796,Exploring Venus,True,4,4,kaggle-only
a4eba1b,Exploring Venus,True,2,4,kaggle-only
9a9f450,Exploring Venus,True,1,4,kaggle-only
c423068,Exploring Venus,True,3,4,kaggle-only
ca2218d,Exploring Venus,True,2,4,kaggle-only
1e23fee,Exploring Venus,True,1,4,kaggle-only
50fbd98,Exploring Venus,True,2,4,kaggle-only
8d177ee,Exploring Venus,True,4,4,kaggle-only
ace59f1,Exploring Venus,True,2,4,kaggle-only
c8bf57b,Exploring Venus,True,2,4,kaggle-only
2eaad6a,Exploring Venus,True,2,4,kaggle-only
a72a583,Exploring Venus,True,2,4,kaggle-only
a4d1beb,Exploring Venus,True,5,4,kaggle-only
c783ce5,Exploring Venus,True,1,4,kaggle-only
3d1a0fa,Exploring Venus,True,2,4,kaggle-only
41549ae,Exploring Venus,True,4,4,kaggle-only
5a245d7,Exploring Venus,True,2,4,kaggle-only
5cd143c,Exploring Venus,True,2,4,kaggle-only
481b89b,Exploring Venus,True,2,4,kaggle-only
d99d5b0,Exploring Venus,True,2,4,kaggle-only
d80e3b9,Exploring Venus,True,3,4,kaggle-only
3508b1d,Exploring Venus,True,1,4,kaggle-only
b98ed7f,Exploring Venus,True,3,4,kaggle-only
bc873a6,Exploring Venus,True,3,4,kaggle-only
9a044fd,Exploring Venus,True,1,4,kaggle-only
5dfdf3a,Exploring Venus,True,4,4,kaggle-only
c7a8763,Exploring Venus,True,3,4,kaggle-only
f9bfb1e,Exploring Venus,True,3,4,kaggle-only
4f1ec05,Exploring Venus,True,1,4,kaggle-only
256734b,Exploring Venus,True,1,4,kaggle-only
fb003ce,Exploring Venus,True,2,4,kaggle-only
1f8e649,Exploring Venus,True,3,4,kaggle-only
2f5ef45,Exploring Venus,True,3,4,kaggle-only
793c4ff,Exploring Venus,True,3,4,kaggle-only
2557bb9,Exploring Venus,True,3,4,kaggle-only
3f662e8,Exploring Venus,True,2,4,kaggle-only
0f8d16d,Exploring Venus,True,4,4,kaggle-only
9507ed0,Exploring Venus,True,1,4,kaggle-only
9a6aefa,Exploring Venus,True,2,4,kaggle-only
59e32c9,Exploring Venus,True,2,4,kaggle-only
d2e169d,Exploring Venus,True,1,4,kaggle-only
1cd0bbb,Exploring Venus,True,2,4,kaggle-only
f743847,Exploring Venus,True,2,4,kaggle-only
41dfd07,Exploring Venus,True,3,4,kaggle-only
b7dba2a,Exploring Venus,True,4,4,kaggle-only
200fcf4,Exploring Venus,True,2,4,kaggle-only
a46f543,Exploring Venus,True,4,4,kaggle-only
45630fd,Exploring Venus,True,2,4,kaggle-only
53b7354,Exploring Venus,True,3,4,kaggle-only
a4c8ab8,Exploring Venus,True,2,4,kaggle-only
1b86671,Exploring Venus,True,2,4,kaggle-only
b1ee739,Exploring Venus,True,3,4,kaggle-only
37af7c5,Exploring Venus,True,3,4,kaggle-only
8e47f79,Exploring Venus,True,3,4,kaggle-only
2a162fa,Exploring Venus,True,3,4,kaggle-only
54260a3,Exploring Venus,True,3,4,kaggle-only
ad846b2,Exploring Venus,True,2,4,kaggle-only
6162c3a,Exploring Venus,True,2,4,kaggle-only
41ff99a,Exploring Venus,True,1,4,kaggle-only
dd6559d,Exploring Venus,True,2,4,kaggle-only
2254969,Exploring Venus,True,3,4,kaggle-only
97cf8e5,Exploring Venus,True,3,4,kaggle-only
8c97f35,Exploring Venus,True,3,4,kaggle-only
c07bfe6,Exploring Venus,True,4,4,kaggle-only
2a785b1,Exploring Venus,True,3,4,kaggle-only
7274318,Exploring Venus,True,3,4,kaggle-only
ce2e7ba,Exploring Venus,True,3,4,kaggle-only
b109c0d,Exploring Venus,True,3,4,kaggle-only
468f06d,Exploring Venus,True,3,4,kaggle-only
daf7282,Exploring Venus,True,2,4,kaggle-only
9a7288b,Exploring Venus,True,2,4,kaggle-only
5bf836e,Exploring Venus,True,1,4,kaggle-only
7c5cc40,Exploring Venus,True,1,4,kaggle-only
b62cbf6,Exploring Venus,True,3,4,kaggle-only
ec674e1,Exploring Venus,True,3,4,kaggle-only
380aeda,Exploring Venus,True,3,4,kaggle-only
2773770,Exploring Venus,True,3,4,kaggle-only
f0cf383,Exploring Venus,True,2,4,kaggle-only
8215d3b,Exploring Venus,True,2,4,kaggle-only
c6bd099,Exploring Venus,True,3,4,kaggle-only
7be790c,Exploring Venus,True,1,4,kaggle-only
ed327ab,Exploring Venus,True,1,4,kaggle-only
05bcd1b,Exploring Venus,True,2,4,kaggle-only
ac845ca,Exploring Venus,True,4,4,kaggle-only
27e155e,Exploring Venus,True,1,4,kaggle-only
a4ae104,Exploring Venus,True,3,4,kaggle-only
05b0858,Exploring Venus,True,4,4,kaggle-only
2ba03f1,Exploring Venus,True,1,4,kaggle-only
211d058,Exploring Venus,True,5,4,kaggle-only
4e6d530,Exploring Venus,True,1,4,kaggle-only
e5e911d,Exploring Venus,True,2,4,kaggle-only
f2ba5e3,Exploring Venus,True,1,4,kaggle-only
326414d,Exploring Venus,True,2,4,kaggle-only
6fb25b4,Exploring Venus,True,2,4,kaggle-only
78ab3a1,Exploring Venus,True,3,4,kaggle-only
1d62313,Exploring Venus,True,2,4,kaggle-only
547205a,Exploring Venus,True,4,4,kaggle-only
14123e6,Exploring Venus,True,1,4,kaggle-only
9aaa5b7,Exploring Venus,True,4,4,kaggle-only
c8d4629,Exploring Venus,True,4,4,kaggle-only
d9c42c4,Exploring Venus,True,3,4,kaggle-only
52de683,Exploring Venus,True,3,4,kaggle-only
f2e66b1,Exploring Venus,True,3,4,kaggle-only
43fc6ff,Exploring Venus,True,2,4,kaggle-only
2c44bf1,Exploring Venus,True,3,4,kaggle-only
ca986e1,Exploring Venus,True,4,4,kaggle-only
607cd44,Exploring Venus,True,4,4,kaggle-only
9082c97,Exploring Venus,True,3,4,kaggle-only
f3b965c,Exploring Venus,True,2,4,kaggle-only
7148891,Exploring Venus,True,3,4,kaggle-only
409efc0,Exploring Venus,True,4,4,kaggle-only
d38cbdf,Exploring Venus,True,1,4,kaggle-only
2ae4810,Exploring Venus,True,1,4,kaggle-only
bd92855,Exploring Venus,True,2,4,kaggle-only
d39dbc5,Exploring Venus,True,2,4,kaggle-only
62c46a1,Exploring Venus,True,2,4,kaggle-only
46d27e2,Exploring Venus,True,3,4,kaggle-only
f22a833,Exploring Venus,True,3,4,kaggle-only
f8c72b6,Exploring Venus,True,4,4,kaggle-only
7a2207b,Exploring Venus,True,3,4,kaggle-only
9005ce5,Exploring Venus,True,2,4,kaggle-only
2d4f2c1,Exploring Venus,True,4,4,kaggle-only
774ced1,Exploring Venus,True,1,4,kaggle-only
8e99fb4,Exploring Venus,True,3,4,kaggle-only
a111d6c,Exploring Venus,True,3,4,kaggle-only
2dc718b,Exploring Venus,True,4,4,kaggle-only
4a1beff,Exploring Venus,True,3,4,kaggle-only
d737262,Exploring Venus,True,2,4,kaggle-only
8b5f1fd,Exploring Venus,True,4,4,kaggle-only
e85e20c,Exploring Venus,True,2,4,kaggle-only
ea8d794,Exploring Venus,True,3,4,kaggle-only
9cc68b6,Exploring Venus,True,3,4,kaggle-only
1a289be,Exploring Venus,True,4,4,kaggle-only
1aed39d,Exploring Venus,True,3,4,kaggle-only
289c956,Exploring Venus,True,5,4,kaggle-only
1a651c3,Exploring Venus,True,1,4,kaggle-only
519428c,Exploring Venus,True,2,4,kaggle-only
6865630,Exploring Venus,True,2,4,kaggle-only
89a35da,Exploring Venus,True,4,4,kaggle-only
77cc9c1,Exploring Venus,True,2,4,kaggle-only
54f33a8,Exploring Venus,True,4,4,kaggle-only
7d58797,Exploring Venus,True,2,4,kaggle-only
c37ca8b,Exploring Venus,True,4,4,kaggle-only
d24d888,Exploring Venus,True,1,4,kaggle-only
4c06862,Exploring Venus,True,4,4,kaggle-only
9426302,Exploring Venus,True,3,4,kaggle-only
942bd1e,Exploring Venus,True,1,4,kaggle-only
ed0f076,Exploring Venus,True,3,4,kaggle-only
beaaa47,Exploring Venus,True,2,4,kaggle-only
8605f18,Exploring Venus,True,3,4,kaggle-only
9cc5892,Exploring Venus,True,1,4,kaggle-only
88efd41,Exploring Venus,True,4,4,kaggle-only
4148241,Exploring Venus,True,1,4,kaggle-only
e49f6c5,Exploring Venus,True,3,4,kaggle-only
6f371e5,Exploring Venus,True,4,4,kaggle-only
36044fc,Exploring Venus,True,3,4,kaggle-only
cba7a80,Exploring Venus,True,2,4,kaggle-only
2e44715,Exploring Venus,True,2,4,kaggle-only
96f54c8,Exploring Venus,True,3,4,kaggle-only
5bb3e5f,Exploring Venus,True,2,4,kaggle-only
d1990dd,Exploring Venus,True,3,4,kaggle-only
f8e6cf7,Exploring Venus,True,1,4,kaggle-only
cfce9c8,Exploring Venus,True,3,4,kaggle-only
28b808f,Exploring Venus,True,1,4,kaggle-only
667d0d4,Exploring Venus,True,1,4,kaggle-only
0dd72fb,Exploring Venus,True,4,4,kaggle-only
4393d81,Exploring Venus,True,3,4,kaggle-only
e028b12,Exploring Venus,True,1,4,kaggle-only
8078135,Exploring Venus,True,1,4,kaggle-only
f61a159,Exploring Venus,True,1,4,kaggle-only
64084ea,Exploring Venus,True,1,4,kaggle-only
435f95e,Exploring Venus,True,1,4,kaggle-only
47a87ad,Exploring Venus,True,2,4,kaggle-only
d5ea90f,Exploring Venus,True,1,4,kaggle-only
de1fddb,Exploring Venus,True,2,4,kaggle-only
d35b054,Exploring Venus,True,3,4,kaggle-only
52c8f85,Exploring Venus,True,2,4,kaggle-only
7f9994a,Exploring Venus,True,1,4,kaggle-only
e58330e,Exploring Venus,True,2,4,kaggle-only
2c3f197,Exploring Venus,True,3,4,kaggle-only
3c60501,Exploring Venus,True,1,4,kaggle-only
213f458,Exploring Venus,True,4,4,kaggle-only
c6c4cc1,Exploring Venus,True,1,4,kaggle-only
b101f70,Exploring Venus,True,5,4,kaggle-only
2fff491,Exploring Venus,True,3,4,kaggle-only
c5e49a2,Exploring Venus,True,2,4,kaggle-only
84af9b5,Exploring Venus,True,1,4,kaggle-only
961baf8,Exploring Venus,True,4,4,kaggle-only
3b882f2,Exploring Venus,True,1,4,kaggle-only
fdfce42,Exploring Venus,True,2,4,kaggle-only
adc8e8b,Exploring Venus,True,4,4,kaggle-only
1ff3c5d,Exploring Venus,True,4,4,kaggle-only
84cf4d5,Exploring Venus,True,3,4,kaggle-only
3e43f50,Exploring Venus,True,2,4,kaggle-only
74f76a7,Exploring Venus,True,5,4,kaggle-only
7813094,Exploring Venus,True,1,4,kaggle-only
7c1b968,Exploring Venus,True,2,4,kaggle-only
da53428,Exploring Venus,True,1,4,kaggle-only
b5a3a7b,Exploring Venus,True,4,4,kaggle-only
c2f0a67,Exploring Venus,True,1,4,kaggle-only
7a50491,Exploring Venus,True,4,4,kaggle-only
bef3e2c,Exploring Venus,True,2,4,kaggle-only
22064db,Exploring Venus,True,3,4,kaggle-only
0033037,Facial action coding system,True,2,5,kaggle-only
007db64,Facial action coding system,True,2,5,kaggle-only
00d027f,Facial action coding system,True,3,5,kaggle-only
00dd003,Facial action coding system,True,2,5,kaggle-only
00eabc5,Facial action coding system,True,4,5,kaggle-only
00fd564,Facial action coding system,True,3,5,kaggle-only
01665d5,Facial action coding system,True,3,5,kaggle-only
01ad79e,Facial action coding system,True,2,5,kaggle-only
01bd69c,Facial action coding system,True,3,5,kaggle-only
01c1169,Facial action coding system,True,3,5,kaggle-only
0293f31,Facial action coding system,True,3,5,kaggle-only
03314fd,Facial action coding system,True,3,5,kaggle-only
0347bb4,Facial action coding system,True,3,5,kaggle-only
03afc1e,Facial action coding system,True,2,5,kaggle-only
03c75d3,Facial action coding system,True,4,5,kaggle-only
03d8fe8,Facial action coding system,True,4,5,kaggle-only
04575a9,Facial action coding system,True,4,5,kaggle-only
04da4bf,Facial action coding system,True,3,5,kaggle-only
04e1cec,Facial action coding system,True,3,5,kaggle-only
0502b23,Facial action coding system,True,3,5,kaggle-only
05dcee6,Facial action coding system,True,2,5,kaggle-only
0640183,Facial action coding system,True,3,5,kaggle-only
0667fd7,Facial action coding system,True,3,5,kaggle-only
06bad05,Facial action coding system,True,2,5,kaggle-only
06ed983,Facial action coding system,True,3,5,kaggle-only
070faae,Facial action coding system,True,3,5,kaggle-only
071de41,Facial action coding system,True,4,5,kaggle-only
07d6f42,Facial action coding system,True,3,5,kaggle-only
07f4106,Facial action coding system,True,4,5,kaggle-only
0804daa,Facial action coding system,True,1,5,kaggle-only
08629e7,Facial action coding system,True,3,5,kaggle-only
091e483,Facial action coding system,True,3,5,kaggle-only
093da21,Facial action coding system,True,3,5,kaggle-only
09e6583,Facial action coding system,True,4,5,kaggle-only
0a98eef,Facial action coding system,True,3,5,kaggle-only
0b23a57,Facial action coding system,True,4,5,kaggle-only
0b2bfc4,Facial action coding system,True,4,5,kaggle-only
0b6df5c,Facial action coding system,True,3,5,kaggle-only
0b869b2,Facial action coding system,True,4,5,kaggle-only
0c63220,Facial action coding system,True,3,5,kaggle-only
0cdf1ff,Facial action coding system,True,5,5,kaggle-only
0d1dfcb,Facial action coding system,True,2,5,kaggle-only
0e277d7,Facial action coding system,True,3,5,kaggle-only
0ec99dd,Facial action coding system,True,5,5,kaggle-only
0f2299f,Facial action coding system,True,2,5,kaggle-only
0f50ec4,Facial action coding system,True,4,5,kaggle-only
0f5c12f,Facial action coding system,True,4,5,kaggle-only
0f91158,Facial action coding system,True,4,5,kaggle-only
0fa3969,Facial action coding system,True,4,5,kaggle-only
0fe1d3e,Facial action coding system,True,4,5,kaggle-only
1042884,Facial action coding system,True,3,5,kaggle-only
10a0374,Facial action coding system,True,4,5,kaggle-only
10cd7ba,Facial action coding system,True,4,5,kaggle-only
10fda69,Facial action coding system,True,3,5,kaggle-only
11c2627,Facial action coding system,True,4,5,kaggle-only
11ece20,Facial action coding system,True,2,5,kaggle-only
11fb07e,Facial action coding system,True,4,5,kaggle-only
124fff0,Facial action coding system,True,3,5,kaggle-only
126c1a9,Facial action coding system,True,4,5,kaggle-only
13554fc,Facial action coding system,True,3,5,kaggle-only
135c9a2,Facial action coding system,True,3,5,kaggle-only
13724f7,Facial action coding system,True,3,5,kaggle-only
13d0391,Facial action coding system,True,1,5,kaggle-only
13dea5a,Facial action coding system,True,4,5,kaggle-only
148f1e2,Facial action coding system,True,3,5,kaggle-only
152258f,Facial action coding system,True,3,5,kaggle-only
152c2e4,Facial action coding system,True,3,5,kaggle-only
15a3795,Facial action coding system,True,1,5,kaggle-only
15a509c,Facial action coding system,True,4,5,kaggle-only
15dc62e,Facial action coding system,True,4,5,kaggle-only
15eb254,Facial action coding system,True,1,5,kaggle-only
15f29a6,Facial action coding system,True,3,5,kaggle-only
161a6b4,Facial action coding system,True,4,5,kaggle-only
16d8683,Facial action coding system,True,3,5,kaggle-only
16e1b85,Facial action coding system,True,4,5,kaggle-only
16ead3d,Facial action coding system,True,1,5,kaggle-only
1717119,Facial action coding system,True,1,5,kaggle-only
175ec92,Facial action coding system,True,3,5,kaggle-only
176fde9,Facial action coding system,True,4,5,kaggle-only
177a7d7,Facial action coding system,True,4,5,kaggle-only
1831d64,Facial action coding system,True,4,5,kaggle-only
18865e7,Facial action coding system,True,5,5,kaggle-only
189a584,Facial action coding system,True,4,5,kaggle-only
18ed7e6,Facial action coding system,True,3,5,kaggle-only
196e078,Facial action coding system,True,3,5,kaggle-only
19db546,Facial action coding system,True,2,5,kaggle-only
1a69914,Facial action coding system,True,3,5,kaggle-only
1af31b9,Facial action coding system,True,3,5,kaggle-only
1b2cd91,Facial action coding system,True,4,5,kaggle-only
1b7ce1c,Facial action coding system,True,3,5,kaggle-only
1bee451,Facial action coding system,True,3,5,kaggle-only
1c3468c,Facial action coding system,True,3,5,kaggle-only
1c7a738,Facial action coding system,True,3,5,kaggle-only
1ccaa99,Facial action coding system,True,3,5,kaggle-only
1ced533,Facial action coding system,True,2,5,kaggle-only
1cf05de,Facial action coding system,True,3,5,kaggle-only
1cf3716,Facial action coding system,True,3,5,kaggle-only
1cf90a1,Facial action coding system,True,2,5,kaggle-only
1d8e8c7,Facial action coding system,True,5,5,kaggle-only
1dbfc26,Facial action coding system,True,4,5,kaggle-only
1e44652,Facial action coding system,True,2,5,kaggle-only
1e54327,Facial action coding system,True,3,5,kaggle-only
1ea7607,Facial action coding system,True,4,5,kaggle-only
